editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class
3255,74.96.64.7,329863054,329921524,http://en.wikipedia.org/w/index.php?diff=329921524&oldid=329863054,2009-12-05T19:56:34Z,null,19291,Morocco,3255,vandalism
3291,66.203.18.56,329024812,329025081,http://en.wikipedia.org/w/index.php?diff=329025081&oldid=329024812,2009-12-01T13:15:04Z,/* Significant changes to Utzons design */,28222,Sydney Opera House,3291,vandalism
3320,67.171.202.181,327400127,327582014,http://en.wikipedia.org/w/index.php?diff=327582014&oldid=327400127,2009-11-24T01:35:45Z,null,19054,Marble,3320,vandalism
3336,206.174.169.32,322031431,327508007,http://en.wikipedia.org/w/index.php?diff=327508007&oldid=322031431,2009-11-23T18:03:41Z,null,1925602,Buy and hold,3336,vandalism
3341,205.235.34.130,328911933,329053195,http://en.wikipedia.org/w/index.php?diff=329053195&oldid=328911933,2009-12-01T16:11:32Z,/* FAMAS G2 */,236846,FAMAS,3341,vandalism
3346,Mjh3567,327766107,327767622,http://en.wikipedia.org/w/index.php?diff=327767622&oldid=327766107,2009-11-25T00:10:10Z,/* Release and promotion */,24713950,Rated R (Rihanna album),3346,vandalism
3421,76.219.88.137,328315050,328315108,http://en.wikipedia.org/w/index.php?diff=328315108&oldid=328315050,2009-11-28T03:24:47Z,/* Plot */,18436536,2012 (film),3421,vandalism
3450,Negrohater100,313148005,328167786,http://en.wikipedia.org/w/index.php?diff=328167786&oldid=313148005,2009-11-27T06:44:35Z,null,11423437,James W. Holsinger,3450,vandalism
3491,75.168.197.111,327044907,327044990,http://en.wikipedia.org/w/index.php?diff=327044990&oldid=327044907,2009-11-21T02:47:00Z,null,8485514,Stargate Universe,3491,vandalism
3496,98.18.58.14,328694663,329185227,http://en.wikipedia.org/w/index.php?diff=329185227&oldid=328694663,2009-12-02T04:45:24Z,null,773158,Bruce Jenner,3496,vandalism
3506,209.66.200.40,326781142,326781436,http://en.wikipedia.org/w/index.php?diff=326781436&oldid=326781142,2009-11-19T19:22:25Z,null,100766,Jethro Tull (agriculturist),3506,vandalism
3517,86.13.32.61,327380259,327939773,http://en.wikipedia.org/w/index.php?diff=327939773&oldid=327380259,2009-11-25T22:25:39Z,/* Alumni */,689943,Loughborough Grammar School,3517,vandalism
3606,71.232.183.200,325376353,326844863,http://en.wikipedia.org/w/index.php?diff=326844863&oldid=325376353,2009-11-20T01:23:16Z,[[WP:AES|←]]Replaced content with the mayan rulers were gregory  the 5 and hudh in 325 A.D.,12125838,Maya rulers,3606,vandalism
3617,Samozman,327326779,327473528,http://en.wikipedia.org/w/index.php?diff=327473528&oldid=327326779,2009-11-23T13:59:17Z,/* Records */,222266,Bubblegum,3617,vandalism
3657,94.171.9.21,326311567,326966246,http://en.wikipedia.org/w/index.php?diff=326966246&oldid=326311567,2009-11-20T18:10:24Z,/* See also */,12365,Googolplex,3657,vandalism
3684,69.209.205.182,329541063,329541315,http://en.wikipedia.org/w/index.php?diff=329541315&oldid=329541063,2009-12-03T21:51:03Z,null,15124855,Samuel Adams,3684,vandalism
3686,Cotsie100,321301800,326917104,http://en.wikipedia.org/w/index.php?diff=326917104&oldid=321301800,2009-11-20T12:22:23Z,/* Catchphrases */,1520988,Stu Francis,3686,vandalism
3688,124.197.14.68,313632434,329651340,http://en.wikipedia.org/w/index.php?diff=329651340&oldid=313632434,2009-12-04T12:03:07Z,good additions,6939784,Nayland College,3688,vandalism
3690,81.158.229.242,329103393,329103587,http://en.wikipedia.org/w/index.php?diff=329103587&oldid=329103393,2009-12-01T20:32:47Z,/* Schools */,397330,Pollok,3690,vandalism
3743,142.23.108.183,329041868,329066447,http://en.wikipedia.org/w/index.php?diff=329066447&oldid=329041868,2009-12-01T17:21:34Z,null,192748,Klondike Gold Rush,3743,vandalism
3744,98.64.29.37,326491129,327596438,http://en.wikipedia.org/w/index.php?diff=327596438&oldid=326491129,2009-11-24T03:14:55Z,/* Cover versions */,576680,Helter Skelter (song),3744,vandalism
3746,69.230.205.179,327338460,327354519,http://en.wikipedia.org/w/index.php?diff=327354519&oldid=327338460,2009-11-22T21:43:43Z,/* Playing and assistant coaching career */,1520796,Les Miles,3746,vandalism
3768,Jim Shaud,329309622,329309819,http://en.wikipedia.org/w/index.php?diff=329309819&oldid=329309622,2009-12-02T21:01:51Z,null,2457168,Archmere Academy,3768,vandalism
3771,75.143.159.131,327002066,327744251,http://en.wikipedia.org/w/index.php?diff=327744251&oldid=327002066,2009-11-24T21:59:33Z,/* Symbolism */,286546,Flag of Brazil,3771,vandalism
3785,85.134.129.220,329872262,329876826,http://en.wikipedia.org/w/index.php?diff=329876826&oldid=329872262,2009-12-05T14:50:50Z,null,250197,France national football team,3785,vandalism
3798,76.174.154.222,324269321,329585533,http://en.wikipedia.org/w/index.php?diff=329585533&oldid=324269321,2009-12-04T01:42:43Z,/* Comparison to Richter scale */,631494,Moment magnitude scale,3798,vandalism
3824,206.207.225.59,326275687,327411381,http://en.wikipedia.org/w/index.php?diff=327411381&oldid=326275687,2009-11-23T04:06:31Z,null,366111,Shallow Hal,3824,vandalism
3825,173.57.140.112,327218719,327219385,http://en.wikipedia.org/w/index.php?diff=327219385&oldid=327218719,2009-11-22T02:32:58Z,null,23888,Poltergeist,3825,vandalism
3857,206.162.152.66,328484155,328830639,http://en.wikipedia.org/w/index.php?diff=328830639&oldid=328484155,2009-11-30T17:10:33Z,/* History */,7966,Disco,3857,vandalism
3898,74.98.215.252,326773774,327404615,http://en.wikipedia.org/w/index.php?diff=327404615&oldid=326773774,2009-11-23T03:17:07Z,/* Music career */,148983,Bobby Brown,3898,vandalism
3899,142.29.142.186,326802657,326812734,http://en.wikipedia.org/w/index.php?diff=326812734&oldid=326802657,2009-11-19T22:14:37Z,/* Signs and symptoms */,239046,Cat-scratch disease,3899,vandalism
3907,147.228.209.170,328068579,328068755,http://en.wikipedia.org/w/index.php?diff=328068755&oldid=328068579,2009-11-26T17:27:20Z,null,36979,Rice,3907,vandalism
3927,82.30.7.234,329727936,329728218,http://en.wikipedia.org/w/index.php?diff=329728218&oldid=329727936,2009-12-04T20:19:16Z,/* Discography */,13362389,Metro Station (band),3927,vandalism
3996,97.116.189.79,326498323,328529512,http://en.wikipedia.org/w/index.php?diff=328529512&oldid=326498323,2009-11-29T05:33:29Z,null,2515458,Višegrad,3996,vandalism
4043,119.12.44.181,327970983,327992622,http://en.wikipedia.org/w/index.php?diff=327992622&oldid=327970983,2009-11-26T05:09:22Z,/* Early life */,1084540,Ian Somerhalder,4043,vandalism
4051,86.9.62.164,329756471,329944596,http://en.wikipedia.org/w/index.php?diff=329944596&oldid=329756471,2009-12-05T22:14:19Z,null,7734411,King of Swords,4051,vandalism
4053,75.200.74.218,328491586,328509513,http://en.wikipedia.org/w/index.php?diff=328509513&oldid=328491586,2009-11-29T03:19:31Z,Added Information on death.,147995,Marvin Gaye,4053,vandalism
4095,216.54.98.132,328966017,329292194,http://en.wikipedia.org/w/index.php?diff=329292194&oldid=328966017,2009-12-02T19:13:16Z,/* Overview */,37104,Emissions trading,4095,vandalism
4097,Jesseesteves,328478829,328479213,http://en.wikipedia.org/w/index.php?diff=328479213&oldid=328478829,2009-11-29T00:07:51Z,/* References */,1162444,Bring Me to Life,4097,vandalism
4153,151.188.213.162,326968957,326971032,http://en.wikipedia.org/w/index.php?diff=326971032&oldid=326968957,2009-11-20T18:42:13Z,/* Physiology */,11688148,Chlamydia (bacterium),4153,vandalism
4220,76.111.197.172,322920651,328459250,http://en.wikipedia.org/w/index.php?diff=328459250&oldid=322920651,2009-11-28T22:13:15Z,/* Gameplay */,9861943,Savage Skies,4220,vandalism
4252,82.25.110.133,329476918,329714868,http://en.wikipedia.org/w/index.php?diff=329714868&oldid=329476918,2009-12-04T19:03:33Z,/* Early life and radio career */,456405,Noel Edmonds,4252,vandalism
4273,64.8.139.122,326967200,326967932,http://en.wikipedia.org/w/index.php?diff=326967932&oldid=326967200,2009-11-20T18:22:16Z,null,195513,Trident,4273,vandalism
4275,168.8.212.125,328802263,328802590,http://en.wikipedia.org/w/index.php?diff=328802590&oldid=328802263,2009-11-30T14:15:22Z,/* Notable residents */,110111,"Roswell, Georgia",4275,vandalism
4303,68.52.254.197,326826151,326826526,http://en.wikipedia.org/w/index.php?diff=326826526&oldid=326826151,2009-11-19T23:29:27Z,null,3363771,Fehmarn Belt bridge,4303,vandalism
4329,ReluctantPhilosopher,327369513,327369631,http://en.wikipedia.org/w/index.php?diff=327369631&oldid=327369513,2009-11-22T23:17:42Z,null,188932,Calabi–Yau manifold,4329,vandalism
4349,213.105.244.132,330100994,330101290,http://en.wikipedia.org/w/index.php?diff=330101290&oldid=330100994,2009-12-06T19:09:25Z,/* Geology */,9503291,Solva,4349,vandalism
4363,82.25.209.115,328067757,328103190,http://en.wikipedia.org/w/index.php?diff=328103190&oldid=328067757,2009-11-26T21:46:06Z,/* Jumping */,1232575,Suicide methods,4363,vandalism
4370,68.82.46.142,329610688,329610847,http://en.wikipedia.org/w/index.php?diff=329610847&oldid=329610688,2009-12-04T04:54:01Z,null,499324,Enigma,4370,vandalism
4411,131.122.54.83,324010843,329572312,http://en.wikipedia.org/w/index.php?diff=329572312&oldid=324010843,2009-12-04T00:19:12Z,/* Education */,150945,"Piedmont, Oklahoma",4411,vandalism
4444,206.227.16.2,328657016,329085269,http://en.wikipedia.org/w/index.php?diff=329085269&oldid=328657016,2009-12-01T18:57:11Z,/* L */,1378513,List of legal Latin terms,4444,vandalism
4460,24.29.246.185,327866677,327895210,http://en.wikipedia.org/w/index.php?diff=327895210&oldid=327866677,2009-11-25T17:53:46Z,/* Cancellation */,2928059,WMMS,4460,vandalism
4496,Kawtail2cute,327073075,327619801,http://en.wikipedia.org/w/index.php?diff=327619801&oldid=327073075,2009-11-24T06:33:57Z,/* Early career */,1737384,Suze Orman,4496,vandalism
4518,70.231.144.21,327946557,327946723,http://en.wikipedia.org/w/index.php?diff=327946723&oldid=327946557,2009-11-25T23:11:44Z,/* Middle schools */,7996458,Mount Diablo Unified School District,4518,vandalism
4548,69.248.19.87,325508251,326803345,http://en.wikipedia.org/w/index.php?diff=326803345&oldid=325508251,2009-11-19T21:23:44Z,/* Women                    Associated with the Daughters of Liberty */,2541715,Daughters of Liberty,4548,vandalism
4581,173.17.34.23,328297674,328442883,http://en.wikipedia.org/w/index.php?diff=328442883&oldid=328297674,2009-11-28T20:39:08Z,/* History */,19644137,Mobile phone,4581,vandalism
4609,24.149.26.56,327193955,327194461,http://en.wikipedia.org/w/index.php?diff=327194461&oldid=327193955,2009-11-21T23:33:15Z,null,1291901,Charlie Weis,4609,vandalism
4636,201.13.170.167,325600180,328219379,http://en.wikipedia.org/w/index.php?diff=328219379&oldid=325600180,2009-11-27T15:22:48Z,/* One-point third-order iterative method: Halleys formula */,4619202,Simple rational approximation,4636,vandalism
4677,65.47.51.38,329054681,329054796,http://en.wikipedia.org/w/index.php?diff=329054796&oldid=329054681,2009-12-01T16:20:06Z,/* Campus */,18720402,David Posnack Hebrew Day School,4677,vandalism
4699,202.78.91.181,329110274,329176789,http://en.wikipedia.org/w/index.php?diff=329176789&oldid=329110274,2009-12-02T03:42:16Z,/* Red Toyota Vios */,25187824,Maguindanao massacre,4699,vandalism
4713,59.92.85.221,328271822,328435219,http://en.wikipedia.org/w/index.php?diff=328435219&oldid=328271822,2009-11-28T19:55:40Z,/* Plot */,57820,Donnie Darko,4713,vandalism
4725,Louisenips,324665574,327371488,http://en.wikipedia.org/w/index.php?diff=327371488&oldid=324665574,2009-11-22T23:29:04Z,/* Biography */,755473,Jimmy Nail,4725,vandalism
4733,Janakhan,327731477,327733411,http://en.wikipedia.org/w/index.php?diff=327733411&oldid=327731477,2009-11-24T21:03:52Z,/* December */,1204971,Annual events in Toronto,4733,vandalism
4753,201.171.18.90,319750588,327584990,http://en.wikipedia.org/w/index.php?diff=327584990&oldid=319750588,2009-11-24T01:54:33Z,/* Production */,24683982,Fishing industry in Japan,4753,vandalism
4824,161.74.11.26,328802712,328804687,http://en.wikipedia.org/w/index.php?diff=328804687&oldid=328802712,2009-11-30T14:30:16Z,null,6179123,University of Westminster,4824,vandalism
4847,69.183.250.125,327345983,327558493,http://en.wikipedia.org/w/index.php?diff=327558493&oldid=327345983,2009-11-23T23:03:53Z,/* Rivalries */,2296369,Liga Deportiva Universitaria de Quito,4847,vandalism
4889,98.111.194.2,329358854,329727767,http://en.wikipedia.org/w/index.php?diff=329727767&oldid=329358854,2009-12-04T20:17:01Z,/* Mafic lava */,21438242,Lava,4889,vandalism
4916,71.126.54.242,328009425,328442872,http://en.wikipedia.org/w/index.php?diff=328442872&oldid=328009425,2009-11-28T20:39:05Z,/* External links */,6987514,Enrique Alfaro,4916,vandalism
4924,212.219.152.63,327799343,329047352,http://en.wikipedia.org/w/index.php?diff=329047352&oldid=327799343,2009-12-01T15:39:00Z,/* Calculating EVA */,216476,Economic value added,4924,vandalism
4936,24.27.216.138,328699272,328699420,http://en.wikipedia.org/w/index.php?diff=328699420&oldid=328699272,2009-11-30T00:49:03Z,/* Late Models and Hooters Pro Cup */,15173676,Brian Scott,4936,vandalism
4943,89.2.87.46,329293329,329297537,http://en.wikipedia.org/w/index.php?diff=329297537&oldid=329293329,2009-12-02T19:47:01Z,/* Singles */,24816748,The State vs. Radric Davis,4943,vandalism
4973,41.245.30.53,309317665,327091507,http://en.wikipedia.org/w/index.php?diff=327091507&oldid=309317665,2009-11-21T10:44:16Z,null,3152749,Paul Boland,4973,vandalism
4978,Dylblad,327057241,328801696,http://en.wikipedia.org/w/index.php?diff=328801696&oldid=327057241,2009-11-30T14:07:58Z,[[WP:AES|←]]Replaced content with stwing stwing stwing,193060,String,4978,vandalism
4991,72.10.121.69,329030861,329031200,http://en.wikipedia.org/w/index.php?diff=329031200&oldid=329030861,2009-12-01T13:55:06Z,null,22131,Natural gas,4991,vandalism
5008,66.234.245.162,324023929,326800439,http://en.wikipedia.org/w/index.php?diff=326800439&oldid=324023929,2009-11-19T21:06:59Z,/* Broadcasting career */,2063841,Rob Dibble,5008,vandalism
5031,76.171.186.182,327357767,327396199,http://en.wikipedia.org/w/index.php?diff=327396199&oldid=327357767,2009-11-23T02:14:56Z,null,488095,Twix,5031,vandalism
5034,99.240.129.109,326125137,327408523,http://en.wikipedia.org/w/index.php?diff=327408523&oldid=326125137,2009-11-23T03:47:05Z,null,634431,Forest Whitaker,5034,vandalism
5057,71.67.249.44,327878864,328701345,http://en.wikipedia.org/w/index.php?diff=328701345&oldid=327878864,2009-11-30T01:01:06Z,/* Historical and spiritual significance */,454838,Stoning of the Devil,5057,vandalism
5064,70.249.160.112,327275970,327360034,http://en.wikipedia.org/w/index.php?diff=327360034&oldid=327275970,2009-11-22T22:17:54Z,/* Male titles */,18361730,Honorific nicknames in popular music,5064,vandalism
5101,206.55.180.50,328432894,328448683,http://en.wikipedia.org/w/index.php?diff=328448683&oldid=328432894,2009-11-28T21:12:42Z,/* Career */,25208232,Osric Chau,5101,vandalism
5102,209.217.122.179,326740813,326741264,http://en.wikipedia.org/w/index.php?diff=326741264&oldid=326740813,2009-11-19T15:11:46Z,null,3531662,Affordable housing,5102,vandalism
5157,86.112.200.162,326849390,326979459,http://en.wikipedia.org/w/index.php?diff=326979459&oldid=326849390,2009-11-20T19:36:44Z,null,310782,Genetic testing,5157,vandalism
5159,Swanseajack4life,327456608,327518732,http://en.wikipedia.org/w/index.php?diff=327518732&oldid=327456608,2009-11-23T19:10:44Z,null,23948937,Liberty Stadium (Swansea),5159,vandalism
5168,86.169.154.181,326937726,327462257,http://en.wikipedia.org/w/index.php?diff=327462257&oldid=326937726,2009-11-23T12:12:51Z,null,1158548,Broughshane,5168,vandalism
5169,97.101.216.41,325639667,328207359,http://en.wikipedia.org/w/index.php?diff=328207359&oldid=325639667,2009-11-27T13:45:05Z,null,314311,Mangalagiri,5169,vandalism
5195,173.62.176.226,328136692,328145892,http://en.wikipedia.org/w/index.php?diff=328145892&oldid=328136692,2009-11-27T03:23:58Z,/* Characters */,156620,Death of a Salesman,5195,vandalism
5224,75.137.98.193,328985535,329536153,http://en.wikipedia.org/w/index.php?diff=329536153&oldid=328985535,2009-12-03T21:28:01Z,/* References */,23919750,Fireflies (song),5224,vandalism
5243,71.58.126.200,327544831,327931084,http://en.wikipedia.org/w/index.php?diff=327931084&oldid=327544831,2009-11-25T21:33:30Z,/* Related polyhedra */,6285,Cube,5243,vandalism
5259,69.250.23.46,326652612,326803762,http://en.wikipedia.org/w/index.php?diff=326803762&oldid=326652612,2009-11-19T21:25:57Z,/* Formation and Emerald Moon Records (2003-2005) */,6704421,All Time Low,5259,vandalism
5266,129.11.60.212,218240759,326940792,http://en.wikipedia.org/w/index.php?diff=326940792&oldid=218240759,2009-11-20T15:37:58Z,/* Career */,6913472,Paul Waley,5266,vandalism
5282,199.227.33.19,329155405,329685260,http://en.wikipedia.org/w/index.php?diff=329685260&oldid=329155405,2009-12-04T16:22:11Z,/* Resistance and war leader */,252335,Osceola,5282,vandalism
5300,134.215.203.61,327904976,327905143,http://en.wikipedia.org/w/index.php?diff=327905143&oldid=327904976,2009-11-25T18:59:25Z,null,1475860,Green bean,5300,vandalism
5305,142.22.21.187,328849492,328849548,http://en.wikipedia.org/w/index.php?diff=328849548&oldid=328849492,2009-11-30T18:47:05Z,/* 15 minutes of fame */,297267,Allusion,5305,vandalism
5335,216.215.60.157,326805648,327544151,http://en.wikipedia.org/w/index.php?diff=327544151&oldid=326805648,2009-11-23T21:40:52Z,null,12635,Gian Lorenzo Bernini,5335,vandalism
5358,75.71.87.158,326407190,329176333,http://en.wikipedia.org/w/index.php?diff=329176333&oldid=326407190,2009-12-02T03:39:13Z,null,293722,Confederate States Army,5358,vandalism
5378,122.169.141.28,326708610,327062989,http://en.wikipedia.org/w/index.php?diff=327062989&oldid=326708610,2009-11-21T05:25:13Z,/* History */,23524375,Tata DoCoMo,5378,vandalism
5395,74.177.80.214,329591061,329591775,http://en.wikipedia.org/w/index.php?diff=329591775&oldid=329591061,2009-12-04T02:21:02Z,/* Magic Scent */,3364578,List of Crayola crayon colors,5395,vandalism
