editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class,sort
23219,Wool Mintons,328152586,328152596,http://en.wikipedia.org/w/index.php?diff=328152596&oldid=328152586,2009-11-27T04:19:47Z,Removed category [[:Category:Romance films|Romance films]] (using [[WP:HOTCAT|HotCat]]),4923868,Wild Hearts Cant Be Broken,23219,regular,0.177766553
39265,Sottolacqua,326934668,326937271,http://en.wikipedia.org/w/index.php?diff=326937271&oldid=326934668,2009-11-20T15:14:16Z,null,394792,Jackie Brown (film),39265,regular,0.867587163
18143,68.238.165.228,325681880,329557567,http://en.wikipedia.org/w/index.php?diff=329557567&oldid=325681880,2009-12-03T23:06:12Z,/* Film */,11987991,Mexican (disambiguation),18143,regular,0.113317292
12205,Eduardosalg,324554840,327569527,http://en.wikipedia.org/w/index.php?diff=327569527&oldid=324554840,2009-11-24T00:12:07Z,/* Albums */,240339,Lucía Méndez,12205,regular,0.728879299
38688,Zero0000,327774201,327774823,http://en.wikipedia.org/w/index.php?diff=327774823&oldid=327774201,2009-11-25T00:56:40Z,/* Zionism and the Arabs */  remove quote from novel. the fact that its a novel means we can only use it if its relevance is argued by a reliable source,14098762,History of Zionism,38688,regular,0.712866424
45232,Hovik95,326709403,327785355,http://en.wikipedia.org/w/index.php?diff=327785355&oldid=326709403,2009-11-25T02:06:31Z,/* {{flagicon|Georgia}} Georgia */,433170,List of active autonomist and secessionist movements,45232,regular,0.843167687
7260,Vchimpanzee,326788231,326788580,http://en.wikipedia.org/w/index.php?diff=326788580&oldid=326788231,2009-11-19T20:02:03Z,/* Exit list */ Changed reference to template,7212401,Interstate 74 in North Carolina,7260,regular,0.871302798
39191,LilHelpa,325953930,327204420,http://en.wikipedia.org/w/index.php?diff=327204420&oldid=325953930,2009-11-22T00:42:17Z,"[[WP:AWB/T|Typo fixing]] and general fixes, typos fixed: Orginal → Original using [[Project:AutoWikiBrowser|AWB]]",23096872,Popular Songs,39191,regular,0.209069327
17553,Clankalita,327613786,327614005,http://en.wikipedia.org/w/index.php?diff=327614005&oldid=327613786,2009-11-24T05:38:32Z,/* External links */,24982777,Kalitas of Assam,17553,regular,0.34506556
37215,Suffusion of Yellow,327446663,327446793,http://en.wikipedia.org/w/index.php?diff=327446793&oldid=327446663,2009-11-23T09:11:56Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/210.49.75.67|210.49.75.67]] ([[User talk:210.49.75.67|talk]]) to last version by Fratrep,1192538,Swainsona formosa,37215,regular,0.024916819
10159,Old Moonraker,327947396,327947852,http://en.wikipedia.org/w/index.php?diff=327947852&oldid=327947396,2009-11-25T23:18:36Z,Reverted 1 edit by [[Special:Contributions/98.199.62.22|98.199.62.22]]; Test. ([[WP:TW|TW]]),894,Agnosticism,10159,regular,0.54919674
38981,202.138.246.4,328759519,328759660,http://en.wikipedia.org/w/index.php?diff=328759660&oldid=328759519,2009-11-30T08:08:18Z,/* Starting 11 */,22914245,Real Madrid C.F. season 2009–10,38981,regular,0.892514066
42386,Waacstats,313207679,330099700,http://en.wikipedia.org/w/index.php?diff=330099700&oldid=313207679,2009-12-06T18:58:32Z,Stub-sorting. [[Wikipedia:WikiProject Stub sorting|You can help!]],13120971,Leonard Byrd,42386,regular,0.461231208
1970,24.209.136.144,328684772,328733849,http://en.wikipedia.org/w/index.php?diff=328733849&oldid=328684772,2009-11-30T04:27:12Z,/* Tiffany Hill Donely */,23767727,List of miscellaneous General Hospital characters,1970,regular,0.131777413
20754,Quispiam,328318282,328368699,http://en.wikipedia.org/w/index.php?diff=328368699&oldid=328318282,2009-11-28T12:19:55Z,[[WP:UNDO|Undid]] revision 328318282 by [[Special:Contributions/79.30.164.17|79.30.164.17]] ([[User talk:79.30.164.17|talk]]) Seriously - finish the discussion in the talk page first.,83440,Nightwish,20754,regular,0.138137924
66,PseudoBot,328678663,328678681,http://en.wikipedia.org/w/index.php?diff=328678681&oldid=328678663,2009-11-29T22:50:21Z,Reverting edits by [[Special:Contributions/Hockeyfan3221|Hockeyfan3221]]: no link to any page,15996,22-Jul,66,regular,0.816098373
43983,Arthena,316449172,328025552,http://en.wikipedia.org/w/index.php?diff=328025552&oldid=316449172,2009-11-26T11:13:58Z,/* Literature */,215436,Sone,43983,regular,0.516766572
18814,Hmains,298544528,328073099,http://en.wikipedia.org/w/index.php?diff=328073099&oldid=298544528,2009-11-26T17:57:33Z,"/* References */refine cat, copyedit, and or AWB general fixes using [[Project:AutoWikiBrowser|AWB]]",23385611,"Quaker Hill, Delaware",18814,regular,0.960660927
37381,Celina Coffin,328066633,328067241,http://en.wikipedia.org/w/index.php?diff=328067241&oldid=328066633,2009-11-26T17:17:12Z,null,17643665,Community Access Program,37381,regular,0.153142083
3161,82.38.65.233,327566906,327567153,http://en.wikipedia.org/w/index.php?diff=327567153&oldid=327566906,2009-11-23T23:56:38Z,/* External links */,6048468,September Dawn,3161,regular,0.301395753
18595,64.209.14.200,327147394,327147500,http://en.wikipedia.org/w/index.php?diff=327147500&oldid=327147394,2009-11-21T18:35:16Z,/* League Tables */,150340,Miss Universe,18595,regular,0.089296977
12528,Graham87,327236272,327306792,http://en.wikipedia.org/w/index.php?diff=327306792&oldid=327236272,2009-11-22T16:33:42Z,"/* Ocean pools */ rm bizarre statement altogether, probably means no deliberately added chemicals",19824126,Swimming pool,12528,regular,0.765640118
37235,Caix,328019044,328147783,http://en.wikipedia.org/w/index.php?diff=328147783&oldid=328019044,2009-11-27T03:39:12Z,/* Charts */,20576051,Dynamite (song),37235,regular,0.112820289
21247,76.20.188.144,327580028,328345081,http://en.wikipedia.org/w/index.php?diff=328345081&oldid=327580028,2009-11-28T08:28:01Z,/* Season Two */,23158273,Chibs Telford,21247,regular,0.814548058
18776,Sharkmkd,327353608,328074076,http://en.wikipedia.org/w/index.php?diff=328074076&oldid=327353608,2009-11-26T18:04:45Z,null,13474685,Ground effect vehicle,18776,regular,0.671909866
8318,Spiel496,328560314,328750373,http://en.wikipedia.org/w/index.php?diff=328750373&oldid=328560314,2009-11-30T06:43:04Z,[[WP:UNDO|Undid]] revision 328560314 by [[Special:Contributions/81.104.9.161|81.104.9.161]] ([[User talk:81.104.9.161|talk]]),66256,PID controller,8318,regular,0.576892357
40479,Héctor Guido Calvo,301412734,327357359,http://en.wikipedia.org/w/index.php?diff=327357359&oldid=301412734,2009-11-22T22:01:44Z,I add interwiki,18423896,La Zona (2007),40479,regular,0.180604957
21577,JulianStar,327191430,327399434,http://en.wikipedia.org/w/index.php?diff=327399434&oldid=327191430,2009-11-23T02:40:13Z,factual corrections,43455,Tang Dynasty,21577,regular,0.731863691
39418,Jcarls1,329279903,329878144,http://en.wikipedia.org/w/index.php?diff=329878144&oldid=329279903,2009-12-05T15:01:39Z,/* Starting eleven */,22741885,Gateshead F.C. season 2009–10,39418,regular,0.261022455
28285,Yesvamshi,328335036,328335113,http://en.wikipedia.org/w/index.php?diff=328335113&oldid=328335036,2009-11-28T06:39:44Z,/* Partial Filmography */,989986,Sirivennela Sitaramasastri,28285,regular,0.189838174
35949,ChildofMidnight,329961352,329963726,http://en.wikipedia.org/w/index.php?diff=329963726&oldid=329961352,2009-12-06T00:10:36Z,tweak,25326067,Bomboloni (pastry),35949,regular,0.11192685
15225,Tintor2,327095237,327118230,http://en.wikipedia.org/w/index.php?diff=327118230&oldid=327095237,2009-11-21T15:03:08Z,fixes,9893990,L (Death Note),15225,regular,0.919678024
18613,Pedrito,328641358,328670980,http://en.wikipedia.org/w/index.php?diff=328670980&oldid=328641358,2009-11-29T22:12:38Z,Revert to revision 325960218 dated 2009-11-15 10:49:45 by Zorrobot using [[:en:Wikipedia:Tools/Navigation_popups|popups]],879273,Tupamaros,18613,regular,0.468934369
21260,99.233.133.187,327525411,327538893,http://en.wikipedia.org/w/index.php?diff=327538893&oldid=327525411,2009-11-23T21:10:51Z,/* Notable visitors and miscellanea */,2073580,Toronto Pearson International Airport,21260,regular,0.558871328
19669,77.100.50.17,326696020,326813648,http://en.wikipedia.org/w/index.php?diff=326813648&oldid=326696020,2009-11-19T22:19:05Z,null,16002873,Nine (film),19669,regular,0.44630914
15427,Tampabay721,328244473,328250671,http://en.wikipedia.org/w/index.php?diff=328250671&oldid=328244473,2009-11-27T19:19:18Z,[[WP:UNDO|Undid]] revision 328244473 by [[Special:Contributions/69.118.79.53|69.118.79.53]] ([[User talk:69.118.79.53|talk]]),72856,Orlando Magic,15427,regular,0.911069752
26302,Lucky dog,327366565,327368779,http://en.wikipedia.org/w/index.php?diff=327368779&oldid=327366565,2009-11-22T23:12:04Z,"deleted.  TWO DIFFERENT BANKS HERE. dime savings bank of new york, and dime savings bank of williamsburg.",15687287,Dime Savings Bank of Williamsburgh,26302,regular,0.676267944
27019,Colonies Chris,297758314,327132010,http://en.wikipedia.org/w/index.php?diff=327132010&oldid=297758314,2009-11-21T16:47:41Z,"sp, date & link fixes using [[Project:AutoWikiBrowser|AWB]]",155082,Zomergem,27019,regular,0.84649813
17087,Mywood,326071219,326946148,http://en.wikipedia.org/w/index.php?diff=326946148&oldid=326071219,2009-11-20T16:10:45Z,/* External links */,191302,Municipalities of Sweden,17087,regular,0.207809432
24499,Yellowdesk,326569907,326926681,http://en.wikipedia.org/w/index.php?diff=326926681&oldid=326569907,2009-11-20T13:54:23Z,"/* Season 7: the Seventh Generation--La Nueva Academia (2009) */ Merely news. Removed {{Current}}, intended for articles edited by many on the same day. [[Template:Current#Guidelines]].",947197,La Academia,24499,regular,0.119678357
41611,Michal Nebyla,326293440,326919461,http://en.wikipedia.org/w/index.php?diff=326919461&oldid=326293440,2009-11-20T12:48:26Z,"[[WP:AWB/T|Typo fixing]], Replaced: accidently  → accidentally , using [[Project:AutoWikiBrowser|AWB]]",1649942,Ottawa Macdonald-Cartier International Airport,41611,regular,0.512435483
26426,68.109.151.107,326626563,326831172,http://en.wikipedia.org/w/index.php?diff=326831172&oldid=326626563,2009-11-19T23:55:49Z,null,230732,Charles Francis Richter,26426,regular,0.12835944
18274,MuffledThud,329648999,329649063,http://en.wikipedia.org/w/index.php?diff=329649063&oldid=329648999,2009-12-04T11:39:56Z,Added {{[[Template:unreferencedBLP|unreferencedBLP]]}} tag to article using [[WP:FRIENDLY|Friendly]],25306955,Bill Dunster,18274,regular,0.884611274
40480,REDMANBLOOD,327510366,327510526,http://en.wikipedia.org/w/index.php?diff=327510526&oldid=327510366,2009-11-23T18:20:46Z,/* Other announced matchups */,22994486,The Ultimate Fighter: Heavyweights Finale,40480,regular,0.934878726
22383,Piotrus,321692816,327942129,http://en.wikipedia.org/w/index.php?diff=327942129&oldid=321692816,2009-11-25T22:40:43Z,Category:Polish Bible translations,24791067,Millennium Bible,22383,regular,0.365197789
31244,Barnet Fox,329874170,329874327,http://en.wikipedia.org/w/index.php?diff=329874327&oldid=329874170,2009-12-05T14:30:12Z,null,15736210,Rosemarie Wright,31244,regular,0.431860504
23006,Mandarax,328418296,328486139,http://en.wikipedia.org/w/index.php?diff=328486139&oldid=328418296,2009-11-29T00:48:53Z,"[[WP:AWB/T|Typo patrol]], typos fixed: Avaition → Aviation using [[Project:AutoWikiBrowser|AWB]]",11719,F-14 Tomcat,23006,regular,0.928391458
25694,Ecemaml,327190519,327195768,http://en.wikipedia.org/w/index.php?diff=327195768&oldid=327190519,2009-11-21T23:42:16Z,Better sources,14467859,Gibraltarian people,25694,regular,0.172869384
15938,70.24.150.130,312967906,326858911,http://en.wikipedia.org/w/index.php?diff=326858911&oldid=312967906,2009-11-20T02:57:38Z,/* 1936 */,22851225,List of 1930s jazz standards,15938,regular,0.198481943
542,Moshe Constantine Hassan Al-Silverburg,329075050,329155338,http://en.wikipedia.org/w/index.php?diff=329155338&oldid=329075050,2009-12-02T01:25:10Z,/* United States */ This was a private quote that didnt come to light until years later and so had little effect on policy,145031,Miscegenation,542,regular,0.028324909
22594,Seanhyte,329456208,329456598,http://en.wikipedia.org/w/index.php?diff=329456598&oldid=329456208,2009-12-03T14:10:39Z,/* Versions */,9524145,Dives and Lazarus (ballad),22594,regular,0.598726973
44336,RPRclient,329537756,329546882,http://en.wikipedia.org/w/index.php?diff=329546882&oldid=329537756,2009-12-03T22:17:11Z,/* Modeling */,21944778,Kara Young,44336,regular,0.960374258
30511,72.87.248.225,329399015,329592392,http://en.wikipedia.org/w/index.php?diff=329592392&oldid=329399015,2009-12-04T02:24:33Z,/* The hiding place of the Sorcerers Stone*/,45324,Hogwarts,30511,regular,0.861990125
18533,Tim1357,326972828,327580052,http://en.wikipedia.org/w/index.php?diff=327580052&oldid=326972828,2009-11-24T01:24:13Z,Robot-assisted disambiguation: Russian - Changed link(s) to [[Russia]],25146881,Bessarabian rugs and carpets,18533,regular,0.585253105
10583,Admit-the-truth,328264095,328265968,http://en.wikipedia.org/w/index.php?diff=328265968&oldid=328264095,2009-11-27T21:09:15Z,NPOV added,25213989,Caravan raids,10583,regular,0.461838917
23888,AdamDeanHall,329040205,329040709,http://en.wikipedia.org/w/index.php?diff=329040709&oldid=329040205,2009-12-01T14:59:39Z,/* Season 6: 2009–2010 */,1772130,List of Desperate Housewives episodes,23888,regular,0.468025529
3299,James Frankcom,327327669,327328356,http://en.wikipedia.org/w/index.php?diff=327328356&oldid=327327669,2009-11-22T19:00:29Z,The Duchy of Saxony was not created until after Charlemagne had conquered it,3535274,Saxon Wars,3299,regular,0.346321642
7547,Tnxman307,329137060,329169587,http://en.wikipedia.org/w/index.php?diff=329169587&oldid=329137060,2009-12-02T02:55:39Z,Reverted 2 edits by [[Special:Contributions/Vex-Fidget|Vex-Fidget]]; Revert non notables. Using [[WP:TWINKLE|Twinkle]],14971045,Fidget house,7547,regular,0.097536344
37055,GregU,326793753,327300032,http://en.wikipedia.org/w/index.php?diff=327300032&oldid=326793753,2009-11-22T15:43:23Z,fixed [[MOS:DASH|dashes]] using a [[User:GregU/dashes.js|script]],188665,Genital wart,37055,regular,0.498989257
23323,63.215.29.5,327542658,327542793,http://en.wikipedia.org/w/index.php?diff=327542793&oldid=327542658,2009-11-23T21:33:11Z,null,2299701,Monterrey Arena,23323,regular,0.638172527
43645,174.92.10.122,327606815,327607745,http://en.wikipedia.org/w/index.php?diff=327607745&oldid=327606815,2009-11-24T04:42:08Z,/* Prominent Minhas Personalities */,4842997,Minhas,43645,regular,0.087568216
5472,219.74.109.104,327678737,327679667,http://en.wikipedia.org/w/index.php?diff=327679667&oldid=327678737,2009-11-24T15:42:40Z,Appended entry (Victor J. Stenger) to Prominent Alumni,283853,New Jersey Institute of Technology,5472,regular,0.285225886
35243,XxTimberlakexx,145960016,327876365,http://en.wikipedia.org/w/index.php?diff=327876365&oldid=145960016,2009-11-25T15:45:29Z,[[WP:AES|←]]Redirected page to [[Buzz!#Buzz! Junior series]],11449544,Buzz! Junior,35243,regular,0.893555001
42917,Woohookitty,326858102,327086386,http://en.wikipedia.org/w/index.php?diff=327086386&oldid=326858102,2009-11-21T09:55:12Z,[[:en:User:NicoV/Wikipedia Cleaner/Documentation|WikiCleaner]] 0.98 - Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]],10719792,Roland Leather,42917,regular,0.933386378
12367,24.250.113.111,327983199,329755394,http://en.wikipedia.org/w/index.php?diff=329755394&oldid=327983199,2009-12-04T22:41:26Z,null,644699,Peter Laviolette,12367,regular,0.695735737
32274,Raafat,301704727,328210134,http://en.wikipedia.org/w/index.php?diff=328210134&oldid=301704727,2009-11-27T14:09:49Z,null,21431991,Mohamed El-Tabii,32274,regular,0.618537069
17162,79.242.189.169,323865878,329690213,http://en.wikipedia.org/w/index.php?diff=329690213&oldid=323865878,2009-12-04T16:49:24Z,/* Biography */,7577160,Richard Willstätter,17162,regular,0.830979097
36433,173.56.178.155,329140315,329140493,http://en.wikipedia.org/w/index.php?diff=329140493&oldid=329140315,2009-12-01T23:50:37Z,null,23832025,Shahbaz,36433,regular,0.554086619
36284,72.240.190.189,327498968,327758575,http://en.wikipedia.org/w/index.php?diff=327758575&oldid=327498968,2009-11-24T23:18:09Z,null,15116785,Dancing with the Stars (U.S. season 6),36284,regular,0.527270104
38468,HamburgerRadio,327058905,327059244,http://en.wikipedia.org/w/index.php?diff=327059244&oldid=327058905,2009-11-21T04:49:31Z,Reverted edits by [[Special:Contributions/119.94.59.226|119.94.59.226]] to last revision by Wuhwuzdat ([[WP:HG|HG]]),166103,David Hasselhoff,38468,regular,0.332141079
29237,VMS Mosaic,327995610,328009445,http://en.wikipedia.org/w/index.php?diff=328009445&oldid=327995610,2009-11-26T08:12:04Z,[[WP:UNDO|Undid]] revision 327994801 by [[Special:Contributions/124.170.252.121|124.170.252.121]] ([[User talk:124.170.252.121|talk]]) rv per [[WP:ENGVAR]],56315,Mango,29237,regular,0.634685404
19322,ResinBound,328032313,328032357,http://en.wikipedia.org/w/index.php?diff=328032357&oldid=328032313,2009-11-26T12:23:44Z,null,18048847,Resin bound paving,19322,regular,0.90978704
12853,99.250.87.236,326802334,327584595,http://en.wikipedia.org/w/index.php?diff=327584595&oldid=326802334,2009-11-24T01:52:02Z,/* Sports and athletics */,4982626,Sacred Heart Catholic High School (Newmarket),12853,regular,0.586580358
1328,TrueColour,326934827,327284870,http://en.wikipedia.org/w/index.php?diff=327284870&oldid=326934827,2009-11-22T13:35:42Z,/* External links */ cat: basins,764882,Tarim Basin,1328,regular,0.652884024
